type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
EventOnset;31.206.125;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1
saccade;31242;0;20;5.961.932;72.521.514;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;31262;1;38;5.961.932;72.521.514;1;2;2;1;0.685552648687857;0.343733724686283;0.457513831207869;268.555.264.868.786;234.373.372.468.628;351.464.318.668.707;p3F;42;16;21;14.491.370.594.939;481.227.214.560.796;103.728.965.564.214;56.491.370.594.939;216.062.686.468.228;470.488.196.208.809;1;1;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;31300;0;4;0.692278;-173.735.516;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;31304;2;36;0.692278;-173.735.516;1;2;0;1;0.685552648687857;0;0.685074044251041;268.555.264.868.786;0.414753094486036;155.015.287.158.695;p3O;42;16;21;14.491.370.594.939;481.227.214.560.796;103.728.965.564.214;56.491.370.594.939;216.062.686.468.228;470.488.196.208.809;1;1;beF;be;Cor1;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1beF;Cor1beF;Cor2beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;31340;0;6;1.772.973;-6.673.709;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;31346;3;398;1.772.973;-6.673.709;1;2;2;1;0.685552648687857;0.343733724686283;0.457513831207869;268.555.264.868.786;234.373.372.468.628;351.464.318.668.707;p3F;42;16;21;14.491.370.594.939;481.227.214.560.796;103.728.965.564.214;56.491.370.594.939;216.062.686.468.228;470.488.196.208.809;1;1;beR;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;31744;0;10;1.500.625;151.429.742;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;31942;0;27;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
saccade;31987;0;15;2.900.519;-159.203.595;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32002;4;35;2.900.519;-159.203.595;1;2;0;1;0.13179985936145;0;0.168174289513535;213.179.985.936.145;0.13304294126538;113.242.140.031.342;p1F;42;16;21;14.491.370.594.939;481.227.214.560.796;103.728.965.564.214;56.491.370.594.939;216.062.686.468.228;470.488.196.208.809;1;1;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;32037;0;4;0.365593;-169.072.463;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32041;5;181;0.365593;-169.072.463;1;2;0;1;0.13179985936145;0;0.168174289513535;213.179.985.936.145;0.13304294126538;113.242.140.031.342;p1F;42;16;21;14.491.370.594.939;481.227.214.560.796;103.728.965.564.214;56.491.370.594.939;216.062.686.468.228;470.488.196.208.809;1;1;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;32222;0;10;1.667.783;-0.238526;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32232;6;58;1.667.783;-0.238526;1;2;0;1;0.13179985936145;0;0.168174289513535;213.179.985.936.145;0.414753094486036;127.327.647.692.374;p1P;42;16;21;14.491.370.594.939;481.227.214.560.796;103.728.965.564.214;56.491.370.594.939;216.062.686.468.228;470.488.196.208.809;1;1;beF;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;32290;0;7;0.456724;13.687.809;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32297;7;93;0.456724;13.687.809;1;2;0;1;0.13179985936145;0;0.168174289513535;213.179.985.936.145;0.414753094486036;127.327.647.692.374;p1P;42;16;21;14.491.370.594.939;481.227.214.560.796;103.728.965.564.214;56.491.370.594.939;216.062.686.468.228;470.488.196.208.809;1;1;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
