type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
EventOnset;32.561.875;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor1;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1;Cor2
saccade;32620;0;20;5.209.735;77.188.569;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32640;1;28;5.209.735;77.188.569;1;0;0;0;0;0;0.71771402136401;0.71771402136401;0.650760995985114;268.423.750.867.456;p1F;22;23;12;365.066.813.565.263;89.091.449.029.347;14.292.244.893.283;356.484.417.383.482;347.443.129.338.001;796.963.773.360.741;1;1;bpF;bp;Cor1;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1bpF;Cor1bpF;Cor2bpF;Cor1bpF;Cor1bpF;Cor2bpF;[];[];[];[];[];[];[];[];[]
saccade;32668;0;10;1.531.244;7.230.597;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32678;2;67;1.531.244;7.230.597;1;0;1;0;0;0.471283632038284;0.635570558255435;0.71771402136401;140.029.036.637.126;355.900.219.386.763;p1P;22;23;12;365.066.813.565.263;89.091.449.029.347;14.292.244.893.283;356.484.417.383.482;347.443.129.338.001;796.963.773.360.741;1;1;beF;be;Cor1;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1beF;Cor1beF;Cor2beF;Cor1beF;Cor1beF;Cor2beF;[];[];[];[];[];[];[];[];[]
saccade;32745;0;4;0.216657;-5.264.268;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32749;3;58;0.216657;-5.264.268;1;0;1;0;0;0.471283632038284;0.635570558255435;0.71771402136401;140.029.036.637.126;355.900.219.386.763;p1P;22;23;12;365.066.813.565.263;89.091.449.029.347;14.292.244.893.283;356.484.417.383.482;347.443.129.338.001;796.963.773.360.741;1;1;weR;we;Cor1;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1weR;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;32807;0;9;2.380.644;-172.479.166;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32816;4;87;2.380.644;-172.479.166;1;0;0;0;0;0;0.71771402136401;0.71771402136401;0.650760995985114;268.423.750.867.456;p1F;22;23;12;365.066.813.565.263;89.091.449.029.347;14.292.244.893.283;356.484.417.383.482;347.443.129.338.001;796.963.773.360.741;1;1;beR;be;Cor1;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1beR;Cor1beR;Cor2beR;Cor1beR;Cor1beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;32903;0;10;2.607.246;9.981.082;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
