type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
EventOnset;41.008.625;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1
saccade;41115;0;27;5.983.008;119.039.569;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;41142;1;87;5.983.008;119.039.569;1;2;0;1;0.345544762184157;0;0.441075261916495;234.554.476.218.416;0.226555028378796;128.604.989.528.148;p1P;23;3;15;396.595.119.885.482;206.993.669.654.552;434.378.956.777.706;266.166.232.399.429;566.198.429.486.302;241.393.037.674.029;1;1;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;41229;0;10;2.533.494;170.570.844;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;41239;2;304;2.533.494;170.570.844;1;2;0;1;0.345544762184157;0;0.441075261916495;234.554.476.218.416;0.0712507967440884;120.839.777.946.412;p1F;23;3;15;396.595.119.885.482;206.993.669.654.552;434.378.956.777.706;266.166.232.399.429;566.198.429.486.302;241.393.037.674.029;1;1;beF;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;41543;0;14;212.285;-7.372.601;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;41611;0;27;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
saccade;41666;0;11;0.751483;-177.658.002;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;41677;3;41;0.751483;-177.658.002;1;1;0;0;0.241459284849037;0;0.00857397890773034;112.501.663.187.838;0.226555028378796;117.578.583.012.859;p3O;23;3;15;396.595.119.885.482;206.993.669.654.552;434.378.956.777.706;266.166.232.399.429;566.198.429.486.302;241.393.037.674.029;1;1;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;41718;0;13;2.265.544;3.981.146;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;41731;4;270;2.265.544;3.981.146;1;1;1;0;0.241459284849037;0.689978898848505;0.349276438878118;112.501.663.187.838;138.086.373.344.403;225.294.018.266.121;p3F;23;3;15;396.595.119.885.482;206.993.669.654.552;434.378.956.777.706;266.166.232.399.429;566.198.429.486.302;241.393.037.674.029;1;1;beF;be;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor2beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;42001;0;13;2.408.185;-170.057.654;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;42191;0;26;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
saccade;42267;0;13;163.997;-168.249.397;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;42280;5;59;163.997;-168.249.397;1;2;1;2;0.302769906677385;0.689978898848505;0.431839570734425;230.276.990.667.739;135.049.976.452.753;332.663.483.560.246;p2P;23;3;15;396.595.119.885.482;206.993.669.654.552;434.378.956.777.706;266.166.232.399.429;566.198.429.486.302;241.393.037.674.029;1;1;bpF;bp;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor2bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;42339;0;14;2.756.454;-9.118.916;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;42353;6;115;2.756.454;-9.118.916;1;2;0;2;0.302769906677385;0;0.302769906677385;230.276.990.667.739;0.101614765660588;220.219.233.616.899;p2O;23;3;15;396.595.119.885.482;206.993.669.654.552;434.378.956.777.706;266.166.232.399.429;566.198.429.486.302;241.393.037.674.029;1;1;beF;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
