type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
EventOnset;34489.75;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1;Cor2;Cor2
saccade;34547;0;12;4.067.978;108.151.383;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;34559;1;31;4.067.978;108.151.383;1;1;2;2;0.319688657906358;0.482879725448123;0.350650270038942;121.842.081.462.976;248.287.972.544.812;435.065.027.003.894;p1P;41;50;33;121.461.831.517.215;122.108.210.096.935;109.974.350.204.228;522.347.725.622.321;622.108.210.096.934;797.227.967.859.628;1;1;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor2;Cor1;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor2bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;34590;0;8;0.775838;138.342.085;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;34598;2;37;0.775838;138.342.085;1;1;2;3;0.319688657906358;0.492208081683328;0.355314448156544;121.842.081.462.976;249.220.808.168.333;435.531.444.815.654;p1F;41;50;33;121.461.831.517.215;122.108.210.096.935;109.974.350.204.228;522.347.725.622.321;622.108.210.096.934;797.227.967.859.628;1;1;beF;be;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1beF;Cor2beF;Cor1beF;Cor1beF;Cor2beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;34635;0;8;0.351369;-171.949.974;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;34643;3;208;0.351369;-171.949.974;1;1;2;3;0.319688657906358;0.492208081683328;0.355314448156544;121.842.081.462.976;249.220.808.168.333;435.531.444.815.654;p1F;41;50;33;121.461.831.517.215;122.108.210.096.935;109.974.350.204.228;522.347.725.622.321;622.108.210.096.934;797.227.967.859.628;1;1;weR;we;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;34851;0;7;2.394.142;-2.541.523;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;34858;4;70;2.394.142;-2.541.523;1;1;2;2;0.319688657906358;0.482879725448123;0.350650270038942;121.842.081.462.976;248.287.972.544.812;435.065.027.003.894;p1P;41;50;33;121.461.831.517.215;122.108.210.096.935;109.974.350.204.228;522.347.725.622.321;622.108.210.096.934;797.227.967.859.628;1;1;beR;be;Cor1;Cor1;Cor1;Cor1;Cor2;Cor1;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor2beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;34928;0;6;0.517915;8.121.175;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
