type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
EventOnset;36075;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor2;Cor2;Cor1;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2
saccade;36145;0;14;394.081;-169.008.336;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;36159;1;48;394.081;-169.008.336;1;2;1;2;0.554510747488727;0.544444445520639;0.551155313499364;255.451.074.748.873;155.416.666.902.602;355.433.870.825.737;p2O;42;36;70;12.613.909.221.196;759.027.777.984.738;101.791.784.741.854;54.613.909.221.196;440.800.926.052.034;883.470.009.131.997;1;1;bpF;bp;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1bpF;Cor2bpF;Cor1bpF;Cor1bpF;Cor2bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;36207;0;22;9.650.732;16.436.186;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;36229;2;26;9.650.732;16.436.186;1;2;2;3;0.946466804047849;0.489351851865649;0.717909327956749;294.646.680.404.785;248.935.185.186.565;471.790.932.795.675;p1F;42;36;70;12.613.909.221.196;759.027.777.984.738;101.791.784.741.854;54.613.909.221.196;440.800.926.052.034;883.470.009.131.997;1;1;bpF;bp;Cor2;Cor1;Cor1;Cor1;Cor2;Cor1;Cor2bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor2bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;36255;0;8;0.838577;-0.315469;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;36263;3;36;0.838577;-0.315469;1;2;2;4;0.946466804047849;0.310185186564922;0.628325995306386;294.646.680.404.785;231.018.518.656.492;462.832.599.530.639;p1P;42;36;70;12.613.909.221.196;759.027.777.984.738;101.791.784.741.854;54.613.909.221.196;440.800.926.052.034;883.470.009.131.997;1;1;beF;be;Cor2;Cor1;Cor1;Cor1;Cor2;Cor1;Cor2beF;Cor1beF;Cor1beF;Cor1beF;Cor2beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;36299;0;9;2.113.282;-170.060.405;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;36308;4;69;2.113.282;-170.060.405;1;2;2;3;0.946466804047849;0.489351851865649;0.717909327956749;294.646.680.404.785;248.935.185.186.565;471.790.932.795.675;p1F;42;36;70;12.613.909.221.196;759.027.777.984.738;101.791.784.741.854;54.613.909.221.196;440.800.926.052.034;883.470.009.131.997;1;1;beR;be;Cor2;Cor1;Cor1;Cor1;Cor2;Cor1;Cor2beR;Cor1beR;Cor1beR;Cor1beR;Cor2beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;36377;0;5;0.667223;10.804.498;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
