type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
EventOnset;33113.25;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor1;Cor2;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1;Cor2
saccade;33147;0;48;4.936.758;81.511.505;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;33195;1;30;4.936.758;81.511.505;1;1;0;1;0.601254386299595;0;0.358529198013404;13.585.291.980.134;0.213290294717112;228.590.974.636.526;p2O;29;14;19;950.843.518.578.841;388.729.866.989.352;851.770.744.593.895;355.948.065.068.001;213.905.642.140.836;589.926.853.604.418;1;1;bpF;bp;Cor2;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor2bpF;Cor2bpF;[];[];[];[];[];[];[];[];[]
saccade;33225;0;14;1.839.132;-171.890.549;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;33239;2;131;1.839.132;-171.890.549;1;1;0;1;0.601254386299595;0;0.358529198013404;13.585.291.980.134;0.160244022325376;225.938.661.016.939;p2P;29;14;19;950.843.518.578.841;388.729.866.989.352;851.770.744.593.895;355.948.065.068.001;213.905.642.140.836;589.926.853.604.418;1;1;beF;be;Cor2;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2beF;Cor1beF;Cor1beF;Cor1beF;Cor2beF;Cor2beF;[];[];[];[];[];[];[];[];[]
saccade;33370;0;11;0.461567;33.137.964;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;33381;3;66;0.461567;33.137.964;1;1;0;1;0.601254386299595;0;0.358529198013404;13.585.291.980.134;0.160244022325376;225.938.661.016.939;p2P;29;14;19;950.843.518.578.841;388.729.866.989.352;851.770.744.593.895;355.948.065.068.001;213.905.642.140.836;589.926.853.604.418;1;1;weR;we;Cor2;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;33447;0;14;2.234.011;4.350.279;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;33461;4;61;2.234.011;4.350.279;1;1;0;1;0.601254386299595;0;0.358529198013404;13.585.291.980.134;0.213290294717112;228.590.974.636.526;p2O;29;14;19;950.843.518.578.841;388.729.866.989.352;851.770.744.593.895;355.948.065.068.001;213.905.642.140.836;589.926.853.604.418;1;1;beR;be;Cor2;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2beR;Cor1beR;Cor1beR;Cor1beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;33522;0;4;0.883804;-162.797.878;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;33526;5;16;0.883804;-162.797.878;1;1;0;1;0.601254386299595;0;0.358529198013404;13.585.291.980.134;0.213290294717112;228.590.974.636.526;p2O;29;14;19;950.843.518.578.841;388.729.866.989.352;851.770.744.593.895;355.948.065.068.001;213.905.642.140.836;589.926.853.604.418;1;1;weR;we;Cor2;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;33542;0;5;0.390429;77.587.621;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;33547;6;96;0.390429;77.587.621;1;1;0;1;0.601254386299595;0;0.358529198013404;13.585.291.980.134;0.213290294717112;228.590.974.636.526;p2O;29;14;19;950.843.518.578.841;388.729.866.989.352;851.770.744.593.895;355.948.065.068.001;213.905.642.140.836;589.926.853.604.418;1;1;weR;we;Cor2;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;33643;0;7;0.314415;25.733.372;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;33650;7;35;0.314415;25.733.372;1;1;0;1;0.601254386299595;0;0.358529198013404;13.585.291.980.134;0.213290294717112;228.590.974.636.526;p2O;29;14;19;950.843.518.578.841;388.729.866.989.352;851.770.744.593.895;355.948.065.068.001;213.905.642.140.836;589.926.853.604.418;1;1;weR;we;Cor2;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;33685;0;13;0.511708;-107.197.756;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;33698;8;33;0.511708;-107.197.756;1;1;0;1;0.601254386299595;0;0.358529198013404;13.585.291.980.134;0.213290294717112;228.590.974.636.526;p2O;29;14;19;950.843.518.578.841;388.729.866.989.352;851.770.744.593.895;355.948.065.068.001;213.905.642.140.836;589.926.853.604.418;1;1;weR;we;Cor2;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;33731;0;25;0.311631;96.544.628;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;33756;9;71;0.311631;96.544.628;1;1;0;1;0.601254386299595;0;0.358529198013404;13.585.291.980.134;0.213290294717112;228.590.974.636.526;p2O;29;14;19;950.843.518.578.841;388.729.866.989.352;851.770.744.593.895;355.948.065.068.001;213.905.642.140.836;589.926.853.604.418;1;1;weR;we;Cor2;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;33827;0;10;0.365266;-14.036.704;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;33837;10;55;0.365266;-14.036.704;1;1;0;1;0.601254386299595;0;0.358529198013404;13.585.291.980.134;0.213290294717112;228.590.974.636.526;p2O;29;14;19;950.843.518.578.841;388.729.866.989.352;851.770.744.593.895;355.948.065.068.001;213.905.642.140.836;589.926.853.604.418;1;1;weR;we;Cor2;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;33892;0;5;0.104795;-101.835.602;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;33897;11;39;0.104795;-101.835.602;1;1;0;1;0.601254386299595;0;0.358529198013404;13.585.291.980.134;0.213290294717112;228.590.974.636.526;p2O;29;14;19;950.843.518.578.841;388.729.866.989.352;851.770.744.593.895;355.948.065.068.001;213.905.642.140.836;589.926.853.604.418;1;1;weR;we;Cor2;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;33936;0;18;0.055887;22.448.282;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;33954;12;36;0.055887;22.448.282;1;1;0;1;0.601254386299595;0;0.358529198013404;13.585.291.980.134;0.213290294717112;228.590.974.636.526;p2O;29;14;19;950.843.518.578.841;388.729.866.989.352;851.770.744.593.895;355.948.065.068.001;213.905.642.140.836;589.926.853.604.418;1;1;weR;we;Cor2;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;33990;0;4;0.240533;-100.330.485;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;33994;13;31;0.240533;-100.330.485;1;1;0;1;0.601254386299595;0;0.358529198013404;13.585.291.980.134;0.213290294717112;228.590.974.636.526;p2O;29;14;19;950.843.518.578.841;388.729.866.989.352;851.770.744.593.895;355.948.065.068.001;213.905.642.140.836;589.926.853.604.418;1;1;weR;we;Cor2;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;34025;0;34;10.421.074;-153.816.844;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;34059;14;65;10.421.074;-153.816.844;1;2;2;0;0.172779580127515;0.555328381413359;0.555328381413359;217.277.958.012.751;255.532.838.141.336;236.405.398.077.044;p3O;29;14;19;950.843.518.578.841;388.729.866.989.352;851.770.744.593.895;355.948.065.068.001;213.905.642.140.836;589.926.853.604.418;1;1;bpF;bp;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2;Cor1bpF;Cor2bpF;Cor2bpF;Cor1bpF;Cor2bpF;Cor2bpF;[];[];[];[];[];[];[];[];[]
saccade;34124;0;4;0.631587;-141.894.402;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;34128;15;46;0.631587;-141.894.402;1;2;2;0;0.172779580127515;0.555328381413359;0.555328381413359;217.277.958.012.751;255.532.838.141.336;236.405.398.077.044;p3O;29;14;19;950.843.518.578.841;388.729.866.989.352;851.770.744.593.895;355.948.065.068.001;213.905.642.140.836;589.926.853.604.418;1;1;weR;we;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2;Cor1weR;Cor2weR;Cor2weR;Cor1weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;34174;0;7;2.548.266;5.940.289;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
