type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
EventOnset;138396.5;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor1;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2;Cor1;Cor2
bad_ET;138448;0;26;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
saccade;138507;0;4;0.346693;-66.556.181;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;138511;1;15;0.346693;-66.556.181;1;1;1;2;0.0128807262307139;0.228475118515813;0.162029870412965;112.880.724.636.154;111.982.250.463.839;312.431.487.549.996;p3O;47;25;54;986.068.990.030.879;266.046.587.678.905;103.917.120.427.928;581.358.816.217.479;285.388.256.199.795;803.373.536.208.637;1;1;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;138526;0;6;1.235.667;-157.315.402;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;138532;2;88;1.235.667;-157.315.402;1;1;1;2;0.0128807262307139;0.0010154475858715;0.0862099801029845;112.880.724.636.154;100.101.544.758.587;306.491.134.697.371;p3F;47;25;54;986.068.990.030.879;266.046.587.678.905;103.917.120.427.928;581.358.816.217.479;285.388.256.199.795;803.373.536.208.637;1;1;beF;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;138620;0;6;2.309.623;6.978.812;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;138626;3;101;2.309.623;6.978.812;1;1;1;2;0.0128807262307139;0.228475118515813;0.162029870412965;112.880.724.636.154;111.982.250.463.839;312.431.487.549.996;p3O;47;25;54;986.068.990.030.879;266.046.587.678.905;103.917.120.427.928;581.358.816.217.479;285.388.256.199.795;803.373.536.208.637;1;1;beR;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;138727;0;7;2.010.346;177.490.557;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;138734;4;92;2.010.346;177.490.557;1;1;1;2;0.0128807262307139;0.0010154475858715;0.0862099801029845;112.880.724.636.154;100.101.544.758.587;306.491.134.697.371;p3F;47;25;54;986.068.990.030.879;266.046.587.678.905;103.917.120.427.928;581.358.816.217.479;285.388.256.199.795;803.373.536.208.637;1;1;beR;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;138826;0;6;134.031;-3.429.534;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;138832;5;34;134.031;-3.429.534;1;1;1;2;0.0128807262307139;0.228475118515813;0.162029870412965;112.880.724.636.154;111.982.250.463.839;312.431.487.549.996;p3O;47;25;54;986.068.990.030.879;266.046.587.678.905;103.917.120.427.928;581.358.816.217.479;285.388.256.199.795;803.373.536.208.637;1;1;beR;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;138866;0;9;0.68445;-3.417.411;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;138875;6;74;0.68445;-3.417.411;1;1;1;2;0.0128807262307139;0.228475118515813;0.162029870412965;112.880.724.636.154;111.982.250.463.839;312.431.487.549.996;p3O;47;25;54;986.068.990.030.879;266.046.587.678.905;103.917.120.427.928;581.358.816.217.479;285.388.256.199.795;803.373.536.208.637;1;1;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;138949;0;12;1.794.253;-178.156.045;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;138961;7;13;1.794.253;-178.156.045;1;1;1;2;0.0128807262307139;0.0010154475858715;0.0862099801029845;112.880.724.636.154;100.101.544.758.587;306.491.134.697.371;p3F;47;25;54;986.068.990.030.879;266.046.587.678.905;103.917.120.427.928;581.358.816.217.479;285.388.256.199.795;803.373.536.208.637;1;1;beR;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;138974;0;4;0.224059;-41.050.076;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;138978;8;44;0.224059;-41.050.076;1;1;1;2;0.0128807262307139;0.0010154475858715;0.0862099801029845;112.880.724.636.154;100.101.544.758.587;306.491.134.697.371;p3F;47;25;54;986.068.990.030.879;266.046.587.678.905;103.917.120.427.928;581.358.816.217.479;285.388.256.199.795;803.373.536.208.637;1;1;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;139022;0;4;0.436861;-44.366.065;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;139063;0;25;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
saccade;139139;0;6;2.004.432;-171.482.889;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;139145;9;52;2.004.432;-171.482.889;1;2;1;1;0.357192394192158;0.0528031437308126;0.323153645095351;235.719.239.419.216;120.308.898.606.537;228.014.069.012.876;p1F;47;25;54;986.068.990.030.879;266.046.587.678.905;103.917.120.427.928;581.358.816.217.479;285.388.256.199.795;803.373.536.208.637;1;1;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;139197;0;6;3.030.069;-5.374.205;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;139203;10;47;3.030.069;-5.374.205;1;2;1;2;0.357192394192158;0.228475118515813;0.410989632487851;235.719.239.419.216;111.982.250.463.839;223.850.744.941.527;p1P;47;25;54;986.068.990.030.879;266.046.587.678.905;103.917.120.427.928;581.358.816.217.479;285.388.256.199.795;803.373.536.208.637;1;1;beF;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;139250;0;4;0.629835;-1.369.178;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
