type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
EventOnset;32.005.625;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor1;Cor1;Cor1;Cor2;Cor1;Cor2;Cor2;Cor1;Cor2
saccade;32046;0;10;3.718.176;50.551.581;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;32096;0;27;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
saccade;32150;0;12;1.822.266;-178.340.158;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32162;1;33;1.822.266;-178.340.158;1;2;0;1;0.803034059733625;0;0.793432570824051;280.303.405.973.363;0.282464518963374;15.427.492.893.485;p2O;62;27;55;190.030.610.291.317;357.777.899.378.441;146.343.308.643.262;802.756.075.886.869;352.322.697.788.631;84.253.938.683.775;1;1;bpF;bp;Cor2;Cor1;Cor2;Cor1;Cor1;Cor1;Cor2bpF;Cor1bpF;Cor2bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;32195;0;10;0.824069;-173.242.092;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32205;2;31;0.824069;-173.242.092;1;2;0;1;0.803034059733625;0;0.793432570824051;280.303.405.973.363;0.282464518963374;15.427.492.893.485;p2O;62;27;55;190.030.610.291.317;357.777.899.378.441;146.343.308.643.262;802.756.075.886.869;352.322.697.788.631;84.253.938.683.775;1;1;weR;we;Cor2;Cor1;Cor2;Cor1;Cor1;Cor1;Cor2weR;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;32236;0;7;0.251696;-159.215.162;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32243;3;47;0.251696;-159.215.162;1;2;0;1;0.803034059733625;0;0.793432570824051;280.303.405.973.363;0.282464518963374;15.427.492.893.485;p2O;62;27;55;190.030.610.291.317;357.777.899.378.441;146.343.308.643.262;802.756.075.886.869;352.322.697.788.631;84.253.938.683.775;1;1;weR;we;Cor2;Cor1;Cor2;Cor1;Cor1;Cor1;Cor2weR;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;32290;0;6;1.590.897;17.001.027;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32296;4;38;1.590.897;17.001.027;1;2;0;1;0.803034059733625;0;0.793432570824051;280.303.405.973.363;0.282464518963374;15.427.492.893.485;p2O;62;27;55;190.030.610.291.317;357.777.899.378.441;146.343.308.643.262;802.756.075.886.869;352.322.697.788.631;84.253.938.683.775;1;1;weR;we;Cor2;Cor1;Cor2;Cor1;Cor1;Cor1;Cor2weR;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;32334;0;4;0.441808;-42.645.668;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32338;5;69;0.441808;-42.645.668;1;2;0;1;0.803034059733625;0;0.793432570824051;280.303.405.973.363;0.282464518963374;15.427.492.893.485;p2O;62;27;55;190.030.610.291.317;357.777.899.378.441;146.343.308.643.262;802.756.075.886.869;352.322.697.788.631;84.253.938.683.775;1;1;weR;we;Cor2;Cor1;Cor2;Cor1;Cor1;Cor1;Cor2weR;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;32407;0;8;1.412.988;-174.986.087;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32415;6;40;1.412.988;-174.986.087;1;2;0;1;0.803034059733625;0;0.793432570824051;280.303.405.973.363;0.282464518963374;15.427.492.893.485;p2O;62;27;55;190.030.610.291.317;357.777.899.378.441;146.343.308.643.262;802.756.075.886.869;352.322.697.788.631;84.253.938.683.775;1;1;weR;we;Cor2;Cor1;Cor2;Cor1;Cor1;Cor1;Cor2weR;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;32455;0;7;0.09063;-176.650.433;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32462;7;25;0.09063;-176.650.433;1;2;0;1;0.803034059733625;0;0.793432570824051;280.303.405.973.363;0.282464518963374;15.427.492.893.485;p2O;62;27;55;190.030.610.291.317;357.777.899.378.441;146.343.308.643.262;802.756.075.886.869;352.322.697.788.631;84.253.938.683.775;1;1;weR;we;Cor2;Cor1;Cor2;Cor1;Cor1;Cor1;Cor2weR;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;32487;0;15;3.775.754;-0.583003;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32502;8;12;3.775.754;-0.583003;1;2;2;2;0.803034059733625;0.109747504341793;0.337642526502545;280.303.405.973.363;210.974.750.434.179;345.639.078.203.771;p2P;62;27;55;190.030.610.291.317;357.777.899.378.441;146.343.308.643.262;802.756.075.886.869;352.322.697.788.631;84.253.938.683.775;1;1;beF;be;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1;Cor2beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;32514;0;6;0.088709;69.030.285;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32520;9;16;0.088709;69.030.285;1;2;2;2;0.803034059733625;0.109747504341793;0.337642526502545;280.303.405.973.363;210.974.750.434.179;345.639.078.203.771;p2P;62;27;55;190.030.610.291.317;357.777.899.378.441;146.343.308.643.262;802.756.075.886.869;352.322.697.788.631;84.253.938.683.775;1;1;weR;we;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;32536;0;5;0.312241;-62.576.981;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32541;10;48;0.312241;-62.576.981;1;2;2;2;0.803034059733625;0.109747504341793;0.337642526502545;280.303.405.973.363;210.974.750.434.179;345.639.078.203.771;p2P;62;27;55;190.030.610.291.317;357.777.899.378.441;146.343.308.643.262;802.756.075.886.869;352.322.697.788.631;84.253.938.683.775;1;1;weR;we;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;32589;0;23;1.036.111;-116.475.298;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32612;11;36;1.036.111;-116.475.298;1;2;1;2;0.232593079526339;0.134241918316868;0.199809359123182;223.259.307.952.634;120.395.678.963.882;321.827.493.458.258;p1F;62;27;55;190.030.610.291.317;357.777.899.378.441;146.343.308.643.262;802.756.075.886.869;352.322.697.788.631;84.253.938.683.775;1;1;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;32648;0;13;1.221.348;142.810.192;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;32702;0;59;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
saccade;32797;0;5;153.196;-1.091.667;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32802;12;73;153.196;-1.091.667;1;2;1;3;0.232593079526339;0.253573670933217;0.239586609995298;223.259.307.952.634;134.652.681.921.907;328.955.994.937.271;p1P;62;27;55;190.030.610.291.317;357.777.899.378.441;146.343.308.643.262;802.756.075.886.869;352.322.697.788.631;84.253.938.683.775;1;1;beF;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;32875;0;4;0.386909;-151.397.387;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32879;13;40;0.386909;-151.397.387;1;2;1;3;0.232593079526339;0.253573670933217;0.239586609995298;223.259.307.952.634;134.652.681.921.907;328.955.994.937.271;p1P;62;27;55;190.030.610.291.317;357.777.899.378.441;146.343.308.643.262;802.756.075.886.869;352.322.697.788.631;84.253.938.683.775;1;1;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;32919;0;10;2.272.409;-17.783.027;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;32929;14;123;2.272.409;-17.783.027;1;2;1;2;0.232593079526339;0.134241918316868;0.199809359123182;223.259.307.952.634;120.395.678.963.882;321.827.493.458.258;p1F;62;27;55;190.030.610.291.317;357.777.899.378.441;146.343.308.643.262;802.756.075.886.869;352.322.697.788.631;84.253.938.683.775;1;1;beR;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;33052;0;7;2.536.109;5.459.477;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;33059;15;110;2.536.109;5.459.477;1;2;1;3;0.232593079526339;0.253573670933217;0.239586609995298;223.259.307.952.634;134.652.681.921.907;328.955.994.937.271;p1P;62;27;55;190.030.610.291.317;357.777.899.378.441;146.343.308.643.262;802.756.075.886.869;352.322.697.788.631;84.253.938.683.775;1;1;beR;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
