type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
EventOnset;41172.75;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor1;Cor1;Cor1;Cor1;Cor2;Cor1;Cor1;Cor2;Cor2
saccade;41208;0;12;5.469.976;155.539.659;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;41220;1;39;5.469.976;155.539.659;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;outside;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;bpF;bp;other;other;other;other;other;other;other;other;other;other;other;other;[];[];[];[];[];[];[];[];[]
saccade;41259;0;14;3.199.222;-176.285.884;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;41273;2;45;3.199.222;-176.285.884;1;0;2;0;0;0.113487923568947;0.083310027324982;0.0531321310810165;211.348.792.356.895;408.331.002.732.498;p2O;15;41;21;172.901.859.810.987;565.586.766.063.826;344.984.750.394.091;165.662.297.942.729;459.999.538.124.606;882.830.918.033.668;1;1;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;41318;0;8;0.570468;-158.152.211;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;41326;3;36;0.570468;-158.152.211;1;0;2;0;0;0.113487923568947;0.083310027324982;0.0531321310810165;211.348.792.356.895;408.331.002.732.498;p2O;15;41;21;172.901.859.810.987;565.586.766.063.826;344.984.750.394.091;165.662.297.942.729;459.999.538.124.606;882.830.918.033.668;1;1;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;41362;0;14;227.257;-4.883.791;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;41376;4;61;227.257;-4.883.791;1;0;1;0;0;0.338147699457882;0.148137320539972;0.0531321310810165;122.790.228.905.585;314.051.721.006.844;p2P;15;41;21;172.901.859.810.987;565.586.766.063.826;344.984.750.394.091;165.662.297.942.729;459.999.538.124.606;882.830.918.033.668;1;1;beF;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;41437;0;14;2.489.733;166.651.935;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;41451;5;63;2.489.733;166.651.935;1;0;2;0;0;0.113487923568947;0.083310027324982;0.0531321310810165;211.348.792.356.895;408.331.002.732.498;p2O;15;41;21;172.901.859.810.987;565.586.766.063.826;344.984.750.394.091;165.662.297.942.729;459.999.538.124.606;882.830.918.033.668;1;1;beR;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;41514;0;9;1.898.768;-657.498;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;41523;6;76;1.898.768;-657.498;1;0;1;0;0;0.338147699457882;0.148137320539972;0.0531321310810165;122.790.228.905.585;314.051.721.006.844;p2P;15;41;21;172.901.859.810.987;565.586.766.063.826;344.984.750.394.091;165.662.297.942.729;459.999.538.124.606;882.830.918.033.668;1;1;beR;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;41599;0;7;0.703664;-11.704.246;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;41606;7;80;0.703664;-11.704.246;1;0;1;0;0;0.338147699457882;0.148137320539972;0.0531321310810165;122.790.228.905.585;314.051.721.006.844;p2P;15;41;21;172.901.859.810.987;565.586.766.063.826;344.984.750.394.091;165.662.297.942.729;459.999.538.124.606;882.830.918.033.668;1;1;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;41686;0;9;0.685966;-177.664.214;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;41695;8;47;0.685966;-177.664.214;1;0;1;0;0;0.338147699457882;0.148137320539972;0.0531321310810165;122.790.228.905.585;314.051.721.006.844;p2P;15;41;21;172.901.859.810.987;565.586.766.063.826;344.984.750.394.091;165.662.297.942.729;459.999.538.124.606;882.830.918.033.668;1;1;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;41742;0;10;1.949.605;169.506.958;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;41752;9;69;1.949.605;169.506.958;1;0;2;0;0;0.113487923568947;0.083310027324982;0.0531321310810165;211.348.792.356.895;408.331.002.732.498;p2O;15;41;21;172.901.859.810.987;565.586.766.063.826;344.984.750.394.091;165.662.297.942.729;459.999.538.124.606;882.830.918.033.668;1;1;beR;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;41821;0;21;10.654.781;-44.123.136;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;41842;10;48;10.654.781;-44.123.136;1;1;2;1;0.118481286531916;0.171389935887208;0.115968783070362;106.054.763.025.352;217.138.993.588.721;411.596.878.307.036;p3F;15;41;21;172.901.859.810.987;565.586.766.063.826;344.984.750.394.091;165.662.297.942.729;459.999.538.124.606;882.830.918.033.668;1;1;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;41890;0;5;0.71268;-115.557.561;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
