type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
EventOnset;46483;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor2;Cor2;Cor2;Cor2;Cor1;Cor1;Cor2;Cor2;Cor1
saccade;46548;0;17;5.277.195;-177.103.433;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;46565;1;21;5.277.195;-177.103.433;1;2;1;2;0.993197839489986;0.774615554599486;0.920337077859819;299.319.783.948.999;166.048.162.967.809;382.683.973.458.404;p2O;56;28;28;22.548.932.776.947;185.949.380.409.189;20.219.233.246.362;78.548.932.776.947;47.977.893.897.056;712.634.133.370.015;1;1;bpF;bp;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2bpF;Cor2bpF;Cor2bpF;Cor2bpF;Cor2bpF;Cor2bpF;[];[];[];[];[];[];[];[];[]
saccade;46586;0;14;6.776.649;49.234.942;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;46600;2;96;6.776.649;49.234.942;1;2;1;0;0.878411709289326;0.76927594220462;0.76927594220462;287.841.170.928.933;165.781.182.348.066;176.811.176.638.499;p1F;56;28;28;22.548.932.776.947;185.949.380.409.189;20.219.233.246.362;78.548.932.776.947;47.977.893.897.056;712.634.133.370.015;1;1;bpF;bp;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2bpF;Cor2bpF;Cor2bpF;Cor2bpF;Cor2bpF;Cor2bpF;[];[];[];[];[];[];[];[];[]
saccade;46696;0;4;0.288505;75.347.211;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;46700;3;113;0.288505;75.347.211;1;2;1;0;0.878411709289326;0.76927594220462;0.76927594220462;287.841.170.928.933;165.781.182.348.066;176.811.176.638.499;p1F;56;28;28;22.548.932.776.947;185.949.380.409.189;20.219.233.246.362;78.548.932.776.947;47.977.893.897.056;712.634.133.370.015;1;1;weR;we;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;46813;0;10;1.953.513;9.045.543;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;46823;4;50;1.953.513;9.045.543;1;2;1;1;0.878411709289326;0.268688596012282;0.268688596012282;287.841.170.928.933;154.434.536.353.543;171.137.853.641.238;p1P;56;28;28;22.548.932.776.947;185.949.380.409.189;20.219.233.246.362;78.548.932.776.947;47.977.893.897.056;712.634.133.370.015;1;1;beF;be;Cor2;Cor1;Cor1;Cor2;Cor2;Cor2;Cor2beF;Cor1beF;Cor1beF;Cor2beF;Cor2beF;Cor2beF;[];[];[];[];[];[];[];[];[]
saccade;46873;0;18;11.209.801;-142.504.362;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;46891;5;53;11.209.801;-142.504.362;1;2;1;2;0.993197839489986;0.76927594220462;0.918557207061531;299.319.783.948.999;184.202.796.773.876;391.761.290.361.437;p2P;56;28;28;22.548.932.776.947;185.949.380.409.189;20.219.233.246.362;78.548.932.776.947;47.977.893.897.056;712.634.133.370.015;1;1;bpR;bp;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2bpR;Cor2bpR;Cor2bpR;Cor2bpR;Cor2bpR;Cor2bpR;[];[];[];[];[];[];[];[];[]
saccade;46944;0;11;1.449.043;-6.536.659;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;46955;6;53;1.449.043;-6.536.659;1;2;1;2;0.993197839489986;0.774615554599486;0.920337077859819;299.319.783.948.999;166.048.162.967.809;382.683.973.458.404;p2O;56;28;28;22.548.932.776.947;185.949.380.409.189;20.219.233.246.362;78.548.932.776.947;47.977.893.897.056;712.634.133.370.015;1;1;beF;be;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2beF;Cor2beF;Cor2beF;Cor2beF;Cor2beF;Cor2beF;[];[];[];[];[];[];[];[];[]
saccade;47008;0;9;2.329.029;-168.387.791;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;47017;7;49;2.329.029;-168.387.791;1;2;1;2;0.993197839489986;0.76927594220462;0.918557207061531;299.319.783.948.999;184.202.796.773.876;391.761.290.361.437;p2P;56;28;28;22.548.932.776.947;185.949.380.409.189;20.219.233.246.362;78.548.932.776.947;47.977.893.897.056;712.634.133.370.015;1;1;beR;be;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;47066;0;9;2.604.875;7.329.419;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;47075;8;53;2.604.875;7.329.419;1;2;1;2;0.993197839489986;0.774615554599486;0.920337077859819;299.319.783.948.999;166.048.162.967.809;382.683.973.458.404;p2O;56;28;28;22.548.932.776.947;185.949.380.409.189;20.219.233.246.362;78.548.932.776.947;47.977.893.897.056;712.634.133.370.015;1;1;beR;be;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;47128;0;20;8.391.124;-12.634.997;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;47148;9;41;8.391.124;-12.634.997;1;2;1;0;0.405662778523413;0.774615554599486;0.774615554599486;240.566.277.852.341;184.469.777.393.619;16.251.802.762.298;p3F;56;28;28;22.548.932.776.947;185.949.380.409.189;20.219.233.246.362;78.548.932.776.947;47.977.893.897.056;712.634.133.370.015;1;1;bpF;bp;Cor1;Cor2;Cor2;Cor2;Cor2;Cor2;Cor1bpF;Cor2bpF;Cor2bpF;Cor2bpF;Cor2bpF;Cor2bpF;[];[];[];[];[];[];[];[];[]
saccade;47189;0;4;0.774853;-15.466.298;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
