type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
EventOnset;52003.25;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor1;Cor1;Cor1;Cor2;Cor1;Cor2;Cor2;Cor1;Cor1
saccade;52088;0;10;3.877.019;-2.268.428;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;52098;1;174;3.877.019;-2.268.428;1;2;0;1;0.164360271477596;0;0.114648721897201;21.643.602.714.776;0.486578891316507;132.546.958.139.705;p3O;50;12;37;675.354.604.395.568;0.623910551074635;316.518.277.456.439;567.535.460.439.557;204.141.458.684.438;495.838.459.561.998;1;1;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;52272;0;7;1.064.128;136.261.357;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;52279;2;30;1.064.128;136.261.357;1;2;0;1;0.164360271477596;0;0.114648721897201;21.643.602.714.776;0.486578891316507;132.546.958.139.705;p3O;50;12;37;675.354.604.395.568;0.623910551074635;316.518.277.456.439;567.535.460.439.557;204.141.458.684.438;495.838.459.561.998;1;1;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;52309;0;6;1.015.065;-3.455.611;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;52315;3;69;1.015.065;-3.455.611;1;2;0;1;0.164360271477596;0;0.114648721897201;21.643.602.714.776;0.486578891316507;132.546.958.139.705;p3O;50;12;37;675.354.604.395.568;0.623910551074635;316.518.277.456.439;567.535.460.439.557;204.141.458.684.438;495.838.459.561.998;1;1;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;52384;0;6;0.050488;106.950.713;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;52390;4;217;0.050488;106.950.713;1;2;0;1;0.164360271477596;0;0.114648721897201;21.643.602.714.776;0.486578891316507;132.546.958.139.705;p3O;50;12;37;675.354.604.395.568;0.623910551074635;316.518.277.456.439;567.535.460.439.557;204.141.458.684.438;495.838.459.561.998;1;1;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;52607;0;10;1.754.698;2.957.967;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;52617;5;74;1.754.698;2.957.967;1;2;2;2;0.164360271477596;0.0881105939790159;0.0969566366184108;21.643.602.714.776;208.811.059.397.902;312.623.543.272.831;p3F;50;12;37;675.354.604.395.568;0.623910551074635;316.518.277.456.439;567.535.460.439.557;204.141.458.684.438;495.838.459.561.998;1;1;beF;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;52691;0;9;0.741699;-4.251.946;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;52700;6;40;0.741699;-4.251.946;1;2;2;2;0.164360271477596;0.0881105939790159;0.0969566366184108;21.643.602.714.776;208.811.059.397.902;312.623.543.272.831;p3F;50;12;37;675.354.604.395.568;0.623910551074635;316.518.277.456.439;567.535.460.439.557;204.141.458.684.438;495.838.459.561.998;1;1;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;52740;0;42;10.736.483;135.187.571;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;52782;7;29;10.736.483;135.187.571;1;2;0;2;0.176499135098688;0;0.176499135098688;217.649.913.509.869;0.486578891316507;23.315.390.132.076;p1P;50;12;37;675.354.604.395.568;0.623910551074635;316.518.277.456.439;567.535.460.439.557;204.141.458.684.438;495.838.459.561.998;1;1;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;52811;0;6;0.743978;-8.238.177;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;52820;0;25;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;52851;0;55;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
